SN,Yr_disclosure,Regions,Codes,NoStuR,NoStuE,NoStuE_ODC,StuEmp_CEA,NoCEA,Class_UND30,NoStuE_MJCred,NoStuE_LBCred,NoStueE_Cap,CapFund,TPTC,NoStuE_VolCLPG,No_VolCLPG,LibLit_pStuE,LibSpen_pStuE,NoStuR_pFac,NoStuE_pFac,NoStuE_EntreCL,NoStuE_EntrePG,NoStuE_EntreCLPG,NoFac_Entre,EntreFund_Col,EntreFund_Bus,Startup_Fund,EntreFund_pStuE,StuEStartup_Fund,Rfac_pStuR,Rfac_pStuE,BookPub_pFac,PaperPub_pFac,RLand_pStuR,RLand_pStuE,RFacil_StuR,RFacil_StuE,Tot_FinanSup,No_FinanSup,Tot_GF,No_GF,Tot_RGF,No_RGF,Profit_CIC,TotIncome_CIC,EduSupFee_pStudE,TotEduSup_Fee,TotExt_Schol,NatSchol,TotInt_Schol,Disast_Schol,TotSchol,Schol_pStuE,Cred_pRFac,Cred_pCFac,TotCred,AveGradScore,NoGrad,NoEmpl,NoExcep,Freelancer,Founder,IndFac_H,IndFac_D,IndFac_C,SafeFund_SCI,REnrol_StuR
357,2021,10_Gangwon,C086,480,423,0,0,0,187,4695,1224,0,0,7,100,2,36.1,13437.1,32,28.2,101,10,111,2,0,11850000,11850000,106756.757,0,62.5,68.18,0.033,0.449,873.2,990.8,242.2,274.8,190000000,3,50000000,1,140000000,2,0,77691188,11230089.6,4952469496,1110869500,1053054500,955250000,794000,2066119500,5088964.3,317,316,633,3.48,126,75,33,0,8,0,1,0,19415480,80.2
358,2021,10_Gangwon,C087,2613,2743,280,47,171,895,34042,5924,302,52663755,75,606,6,53.1,12071.9,32.26,33.86,1489,9,1498,4,2533280,102415440,104948720,70059.226,36000000,64.29,61.36,0.082,0.146,230.9,238.5,132.7,137.1,7575531280,22,7084041100,10,491490180,12,88568248,7184428547,10592128.8,31903491957,8472604570,8226315850,3134538280,334150000,11607142850,3966897.8,1993,1554,3547,3.54,1096,707,234,0,9,0,0,0,18679239,82.9
359,2021,11_Chungbuk,C088,3800,3053,251,76,86,1297,39115,6290,283,62710339,184,67,3,37.8,30322.9,37.62,30.23,1520,48,1568,3,0,252844382,252844382,161252.795,3597700,56.11,69.66,0.046,0.06,175.7,213.8,143.3,174.4,7815598590,20,7515326355,9,300272235,11,66078720,8299605833,9997002.7,35329407512,9016926041,8795196051,2846454610,270659650,11863380651,3439658.1,2099.5,2164.5,4264,3.42,1255,907,195,12,36,13,0,0,0,70
360,2021,11_Chungbuk,C089,2518,2219,0,0,0,901,29905,4066,708,35771490,172,436,6,38.9,31480.7,35.97,31.7,1090,36,1126,3,8000000,0,8000000,7104.796,8000000,57.85,65.42,0.125,0.204,480.7,544.5,186.6,211.3,5805470000,13,5217370000,6,588100000,7,392788030,6459065143,12786167.1,30840235150,7047638852,6840913412,2494605640,598200000,9542244492,4088365.2,1602.5,1488,3090.5,3.33,894,616,101,0,9,1,0,0,25648340,78
361,2021,11_Chungbuk,C090,870,724,0,0,0,396,7896,1424,73,25503900,33,0,0,83.1,59621.8,29,24.13,65,184,249,2,40320000,122000000,162320000,651887.55,128025000,69.77,83.33,0.033,0.008,506.6,595.5,287.4,349.1,3029773950,22,2675073950,10,354700000,12,88491408,3395492979,0,0,1020483240,966432970,493996050,85956000,1514479290,1941640.1,631,736,1367,3.38,346,205,72,3,6,0,0,0,7067440,82.4
362,2021,11_Chungbuk,C091,2594,2494,288,63,185,774,37415,3132,217,50230620,36,736,14,43,21141.1,31.25,30.05,1926,22,1948,3,0,8062520,8062520,4138.871,8062520,64.34,67.48,0.023,0.074,456.3,495.3,124.8,135.5,6155138000,11,6058598000,8,96540000,3,197154356,6500606106,10718849.9,28833706258,6432860755,6302912515,2262155984,454117709,8695016739,3318708.7,1759.9,1371.1,3131,3.43,1047,737,107,0,17,0,0,2,1651130,83.7
363,2021,11_Chungbuk,C092,3777,3459,25,0,1,1736,47515,8772,897,65730420,85,22,2,44.5,23760.8,33.42,30.61,403,248,651,2,0,137268194,137268194,210857.441,137268194,62.43,67.26,0.045,0.074,184.6,212.6,167.7,193.2,6220230000,13,6079370000,6,140860000,7,356173742,3638163984,10494163.9,41074157352,10093152609,9944646289,3413018880,663170490,13506171489,3538425.9,2504.6,3112.4,5617,3.51,1578,1135,208,7,24,4,18,3,6899610,76.3
364,2021,12_Chungnam,C093,5387,4865,348,146,219,2916,64087,21734,502,34743805,389,1436,5,32.5,22004.7,33.46,30.22,9586,272,9858,2,3207550,80615460,83823010,8503.044,83823010,63.39,69.7,0.141,0.223,190.1,217,128.4,146.6,7455640500,13,7371564000,8,84076500,5,131893181,7706124434,9699323.3,55809906117,14438187160,14266805040,5272475310,1019800000,19710662470,3587670.6,3712,3784,7496,3.66,1990,954,369,0,15,5,16,0,19068420,78.8
365,2021,12_Chungnam,C094,3492,3243,250,75,94,1318,44397,6514,312,76938000,207,513,16,51.4,42737.6,30.37,28.2,888,194,1082,2,0,22380040,22380040,20683.956,22380040,67.65,71.88,0.107,0.171,433,423.8,196.3,192.1,5473462000,16,5230462000,9,243000000,7,565239842,5825663779,11075047.1,40734023334,9983192540,9673042640,3432483110,228399500,13415675650,3761052.9,2707,2419,5126,3.57,1454,1092,100,2,13,0,6,0,18479220,80.5
366,2021,12_Chungnam,C095,988,858,0,0,0,435,7061,1793,802,87477262,107,27,3,51.2,23124.3,35.29,30.64,296,62,358,3,0,357116956,357116956,997533.397,207068456,56,65.12,0.007,0.083,2801.5,3225.9,206.6,237.9,3859041000,8,3516041000,4,343000000,4,52141400,3863895820,12944492.5,11779488146,2007067340,1966122180,890522300,183000000,2897589640,3248418.9,759,466,1225,3.42,498,267,35,0,5,7,21,4,16290530,82.9
367,2021,12_Chungnam,C096,966,1038,0,0,0,364,10472,2485,0,0,306,27,2,63.5,39270.2,29.27,31.45,633,447,1080,3,0,0,0,0,16732490,67.35,63.46,0.366,0.139,4753.8,4753.8,381.6,381.6,6430661618,17,6430661618,17,0,0,175895027,6618855601,24425181.9,26989825974,3734314918,3577622758,918377130,105300000,4652692048,4460874.4,789,733,1522,3.14,489,318,69,0,3,5,0,0,55487940,91.5
368,2021,12_Chungnam,C097,1092,1012,868,1,116,701,11866,2608,138,9418000,50,172,3,74.7,58475.1,34.13,31.63,54,139,193,3,0,0,0,0,4594700,60.38,66.67,0.006,0.17,569.8,1302.4,319.2,364.8,4372832000,27,3347033000,10,1025799000,17,298937033,3706884092,0,0,1599152192,1450053692,635908700,97500000,2235060892,2273714,601,1488,2089,3.26,366,285,58,15,5,0,0,0,18891070,86.2
369,2021,12_Chungnam,C098,2728,2427,78,12,3,1031,34611,6388,0,0,63,152,5,66.5,24612.5,36.37,32.36,1162,83,1245,4,593570,4700000,5293570,4251.863,5700000,56.39,63.03,0.124,0.406,172.8,201.5,122.5,142.9,4750144000,15,4235144000,7,515000000,8,168758953,4497177583,11954931.8,31501245182,6987720940,6871978570,2205728518,444735080,9193449458,3557836.5,1593,1928,3521,3.36,1063,762,105,0,7,2,0,0,1802400,75
370,2021,13_Kyungbuk,C099,1737,1826,136,37,55,745,24435,3148,131,16802150,37,252,5,61.9,36827.1,31.58,33.2,267,54,321,2,0,27179077,27179077,84670.022,0,64.71,62.5,0.491,0.187,212.8,225.6,191.7,203.2,5797576484,29,5249515114,10,548061370,19,675124813,5503163195,11263110.2,20949384977,5148914374,5075310504,1779310083,141533703,6928224457,3868355.4,1316.9,1423.1,2740,3.56,602,459,52,0,6,0,0,0,0,78.2
371,2021,13_Kyungbuk,C100,1719,1845,0,0,0,540,24018,5455,159,2845720,0,177,2,55.3,4998.8,32.43,34.81,198,93,291,2,0,0,0,0,0,66.25,60.23,0.111,0.081,848.3,821.1,168.3,162.9,652366643,7,613366643,6,39000000,1,93843164,754562032,10298023.5,17043228917,3613562760,3605462760,2467845960,129900000,6081408720,3812795.4,1121.7,918,2039.7,3.48,476,330,67,0,24,0,1,0,10032760,86.2
372,2021,13_Kyungbuk,C101,924,816,0,0,0,599,11646,1941,146,22904848,39,251,3,70.6,65226.5,33,29.14,139,165,304,4,3900000,13905000,17805000,58569.079,12805000,60.87,70,0,0.045,0,0,0,0,4599433350,27,1970339000,9,2629094350,18,469606080,5207063949,0,0,1091413740,983597680,553150260,120000,1644564000,2005565.9,487,957,1444,3.56,295,169,55,0,8,0,0,3,0,83.3
373,2021,13_Kyungbuk,C102,1166,1233,60,24,80,410,18032,4175,412,46087984,41,416,12,38,34383.2,29.15,30.83,477,58,535,2,500000,3723289,4223289,7893.998,3723289,67.8,63.49,0.003,0.136,153.5,151,141.1,138.8,146000000,1,146000000,1,0,0,63748642,3092044669,10774588.4,13468235521,3040938020,3000392100,1241943494,0,4282881514,3470730.6,755.8,614,1369.8,3.59,337,273,15,0,1,0,0,0,0,92.5
374,2021,13_Kyungbuk,C103,2341,2730,152,28,31,705,37332,4917,250,14619438,0,286,1,48.2,16443.7,28.9,33.7,228,23,251,3,0,11106500,11106500,44249.004,0,71.05,61.83,0.097,0.157,394.8,375.2,192.3,182.8,6454809070,22,5119324000,5,1335485070,17,266263191,6985984942,10591097.1,30216399953,8399127048,8267611300,2722114590,655214840,11121241638,3969037,1662,1405.3,3067.3,3.53,1076,748,176,0,7,1,1,0,10020000,91.9
375,2021,13_Kyungbuk,C104,3645,5131,316,107,207,1407,52573,9275,183,61066980,39,303,7,40.3,16134.5,29.16,41.05,616,60,676,2,0,14000000,14000000,20710.059,5000000,69.83,50,0.008,0.034,135.4,113.5,112.3,94.3,9679070145,23,8339915600,9,1339154545,14,1600853568,11049500906,10774310.2,54582655606,15947517190,15823611550,7778156720,449800000,23725673910,4826215.2,3031,2940,5971,3.62,1989,1563,230,0,43,15,4,0,3286670,90.6
376,2021,13_Kyungbuk,C105,3854,3861,174,14,20,1589,51902,8832,1646,97512253,394,5,2,37.5,22477.4,34.11,34.17,3030,157,3187,19,1000000,182406000,183406000,57548.164,183406000,61.08,60.75,0,0.187,261.5,269.3,138.5,146.2,6090294600,30,5582680000,9,507614600,21,438328304,6597906124,9271977.3,38098554736,10525369899,10451173239,3699510120,0,14224880019,3630648.3,2121.8,3192.2,5314,3.61,1644,832,283,115,47,6,0,0,0,83.9
377,2021,13_Kyungbuk,C107,830,844,0,0,0,324,14384,3676,95,6855360,20,211,6,47.5,22780.3,26.77,27.23,266,10,276,3,0,5106300,5106300,18501.087,5106300,77.5,73.81,0.018,0.309,6163.9,6702,152.9,166.2,6015811300,21,2783600000,8,3232211300,13,23719817,4794741862,14309588.9,12735534126,2808265350,2502796650,677644040,81023640,3485909390,4002192.2,502,567,1069,3.45,274,204,20,0,8,3,1,0,20131690,90.7
378,2021,13_Kyungbuk,C108,650,608,0,0,0,310,8157,2054,105,3625480,36,286,7,197.6,42989.2,27.08,25.33,218,0,218,1,7373734,0,7373734,33824.468,0,75,77.42,0,0.049,1646.8,1740.8,523.3,553.2,837739230,6,597111230,3,240628000,3,0,825588445,11688423.5,7398772084,1494811600,1423286600,446766200,0,1941577800,3141711.7,485,545,1030,3.12,211,176,33,0,2,0,0,0,39657000,80.8
379,2021,13_Kyungbuk,C109,2214,2151,0,0,0,775,33629,6660,289,31546500,60,289,3,37.2,19158,29.13,28.3,807,97,904,3,0,25100200,25100200,27765.708,25100500,69.72,71.7,0.068,0.029,139.2,143.3,132,135.8,3193500000,5,2875000000,2,318500000,3,0,3188139908,8473272.9,19742725817,5851673218,5805383218,2096200140,311170240,7947873358,3476760,1481.5,1088.5,2570,3.44,820,627,54,6,6,1,0,0,5386940,81.2
380,2021,13_Kyungbuk,C110,1252,1491,0,0,0,583,17560,4774,374,19801000,0,444,9,32.8,22109.2,30.54,36.37,1278,0,1278,3,0,3000000,3000000,2347.418,3000000,77.36,65.08,0.09,0.113,512.9,466,151.5,137.7,3317922580,11,2528331987,4,789590593,7,34000000,2128378730,8189382.3,13119390387,3533021685,3529583125,2283993450,0,5817015135,3772383.4,1156,756,1912,3.39,778,409,47,0,32,2,0,0,17572484,92.3
381,2021,13_Kyungbuk,C111,2554,2369,169,45,63,984,37971,6338,172,34056590,80,905,4,52.5,33514.5,31.15,28.89,850,90,940,2,59350000,0,59350000,63138.298,5500000,64.57,69.49,0.025,0.162,177.3,193.1,117.5,128,5205099800,18,4896849800,7,308250000,11,19769097,4882612163,10171785.3,26568703279,7126391550,7018947190,2540303200,507900000,9666694750,3765755.6,1695,1802,3497,3.52,958,644,94,0,5,3,0,0,3799340,77.4
382,2021,13_Kyungbuk,C112,874,449,0,0,0,190,5601,1452,0,0,2,194,8,52.9,0,39.73,20.41,59,0,59,0,0,0,0,0,0,55,104.76,0.082,0,1900.7,3358.4,211.1,373,0,0,0,0,0,0,0,0,5575624.2,2804538949,164105380,158146820,1009036100,0,1173141480,2374780.3,460,193,653,3.53,174,142,41,0,17,0,0,0,25374580,46.1
383,2021,13_Kyungbuk,C113,1785,1641,22,1,1,603,21748,4921,473,28403751,50,280,3,52.5,27299.5,29.75,27.35,191,113,304,4,7350000,5000000,12350000,40625,12350000,68.18,73.17,0.009,0.051,768.2,787.4,307.5,315.2,1083114679,14,345214679,3,737900000,11,86580000,2275359293,10169144.7,18538350819,5281901460,5080471900,1350221070,0,6632122530,3778987.2,1245,991,2236,3.6,683,473,48,0,10,0,3,0,12725830,79.7
384,2021,13_Kyungbuk,C115,1784,1890,0,0,0,734,24832,4673,342,8839950,0,741,5,44.6,16281.9,29.73,31.5,98,43,141,2,4000,5000000,5004000,35489.362,0,68.97,66.67,0.026,0.06,115.8,123.9,175.8,188.1,4493660000,6,3387000000,3,1106660000,3,0,3481036444,9961018,19155037642,5338465690,5318335630,1837288463,94324303,7175754153,3847589.4,1174,1592,2766,3.51,695,480,91,0,38,0,4,2,98318810,83.9
385,2021,14_Kyungnam,C116,1184,1066,129,24,45,441,13256,3547,135,31940684,45,243,7,61.7,30274,32,28.81,54,69,123,4,0,14685500,14685500,119394.309,0,64.91,69.81,0.176,0.33,650.8,1575.3,187,226.3,5275906000,9,4758906000,5,517000000,4,213096582,5937012312,15054714.8,17779618120,3008653960,2936659400,1036539350,74154800,4045193310,3514503.3,711.4,847.6,1559,3.39,418,331,22,0,2,1,0,6,7246700,73.1
386,2021,14_Kyungnam,C117,885,804,120,0,8,602,11898,1825,231,25647090,149,95,2,51.8,32808.3,30.52,27.72,320,200,520,4,0,0,0,0,86369750,64.44,70.73,0.293,0.218,746.1,844.8,220.2,249.4,3252860000,8,2383860000,2,869000000,6,1244545000,4224193540,0,0,1284356920,1231979360,727571560,116756000,2011928480,2474696.8,581,1091,1672,3.29,331,195,61,0,4,0,13,5,3420400,89.9
387,2021,14_Kyungnam,C118,750,728,222,73,152,525,9800,2597,166,12268420,47,1232,7,47.7,33206.4,31.25,30.33,901,87,988,2,1151000,13818700,14969700,15151.518,399800,66.67,66.67,0,0.094,683.6,768.6,251.3,282.6,4450070000,7,3545070000,2,905000000,5,32918182,4139568555,0,0,1434948680,1353446620,640927000,73100000,2075875680,2793910.7,437,905,1342,3.41,323,218,19,0,3,0,0,2,19606410,94
388,2021,14_Kyungnam,C119,1296,1428,151,2,4,629,19153,3429,287,6017130,32,149,19,26,17103.2,28.17,31.04,122,46,168,3,947500,13651100,14598600,86896.429,14598600,71.88,64.79,0.305,0.107,427.6,409,128.1,122.5,1464261000,6,1420661000,4,43600000,2,0,1338444484,9275844.8,13644767671,4499569200,4473058400,1260955700,78115700,5760524900,4011507.6,1154,814,1968,3.14,457,238,50,0,7,0,0,0,37192000,91.3
389,2021,14_Kyungnam,C120,1950,2072,0,0,0,1206,27721,3984,452,12106734,245,779,2,36.1,22723.9,33.05,35.12,904,228,1132,3,0,24396210,24396210,21551.422,0,60.82,57.28,0.232,0.026,698.1,672.1,196.1,188.8,5567265600,18,5325565600,15,241700000,3,379985377,5679549394,10937094.5,24991260872,6143142580,5940242580,2372976995,0,8516119575,3815465.8,1441.8,1821.3,3263.1,3.5,858,534,109,0,11,11,0,0,113136000,85.8
390,2021,14_Kyungnam,C121,5361,5422,365,15,36,1638,69688,10988,256,29809580,189,694,4,35.6,21662.9,33.72,34.1,1049,1017,2066,5,4000000,151792479,155792479,75407.783,98762869,60.23,58.89,0.108,0.131,192.4,190.9,167.8,166.5,6888775000,14,5306475000,8,1582300000,6,153677637,5975476662,9755712.9,54349076473,13041961120,12861239200,5031088930,531300000,18073050050,3336357.8,3306.3,3038.8,6345.1,3.32,1834,1316,118,6,11,3,0,0,0,85.2
391,2021,14_Kyungnam,C122,1154,1198,93,63,20,367,12024,3869,139,34607373,61,207,1,61.7,31349.5,30.37,31.53,289,2,291,4,0,1765000,1765000,6065.292,1765000,65.52,62.3,0.003,0.162,507.7,496.1,194.3,189.8,4283704600,7,4263704600,6,20000000,1,146294676,4150131985,14168257.2,17101086415,2553374083,2529428083,1239056917,141700000,3792431000,3297766.1,840,730,1570,3.48,444,341,20,0,2,8,0,0,46556720,94.8
392,2021,14_Kyungnam,C123,2370,2701,1655,41,33,1366,41868,9454,889,26099820,3,783,1,33.9,27466.9,29.63,33.76,1649,20,1669,3,0,0,0,0,0,68.38,59.7,0.116,0.162,55.7,49.3,113.1,100.2,0,0,0,0,0,0,20090908,20690981,8198487.6,23595247378,8123946217,8054041227,2376155084,0,10500101301,3712907.1,1727.2,1439.6,3166.8,3.35,867,631,50,0,7,0,0,0,36651720,88
393,2021,14_Kyungnam,C125,2590,2006,200,42,4,976,27561,6141,254,34835560,99,2356,3,74.5,22980.8,33.64,26.05,447,166,613,2,0,13521731,13521731,22058.289,13521731,62.6,80.21,0.06,0.064,300.7,367,276.7,337.8,5991170844,23,5363876844,14,627294000,9,618335793,6035463290,12199339,33084607289,6490688840,6423672100,2126277400,0,8616966240,3391171.3,1657,1467,3124,3.29,1119,806,117,0,24,9,0,0,0,68.6
394,2021,14_Kyungnam,C126,594,587,165,57,74,294,7096,1421,310,40759750,247,303,2,38,24896.1,31.26,30.89,268,85,353,2,0,10801881,10801881,30600.229,0,63.33,63.33,0,0.264,157.6,565.8,165.8,297.6,2172939409,10,1912072720,5,260866689,5,376763161,2376793717,14230496.8,9036365472,1952653350,1869978650,717598600,0,2670251950,4251993.6,403,485,888,3.51,315,250,8,0,4,6,0,0,55447000,88.6
395,2021,15_Chonbuk,C127,884,1156,178,8,1,147,17287,4252,18,833050,0,0,0,34.5,22488.8,27.63,36.13,135,63,198,2,744000,0,744000,3757.576,0,71.11,55.17,0.038,0.339,192.1,73.4,114,87.2,117000000,2,100000000,1,17000000,1,47454500,69839050,8657885,9973883567,2686916950,2662927950,950000000,100000000,3636916950,3181904.6,716,440,1156,3.33,287,214,2,0,0,2,0,0,38950,95.2
396,2021,15_Chonbuk,C128,1569,1858,16,8,8,998,23634,4806,0,0,104,114,8,48.4,21638.7,31.38,37.16,100,112,212,3,1900000,0,1900000,8962.264,0,65.79,56.18,0.18,0.037,470.5,458.7,135.9,132.5,4090845940,19,3441688940,7,649157000,12,5934000,3254923057,10999535.2,20943115028,4933295316,4894995816,1724851266,0,6658146582,3583501.9,1297.2,1738.5,3035.7,3.6,739,423,118,5,21,0,0,1,20334730,88
397,2021,15_Chonbuk,C129,1320,1071,0,0,0,568,15832,1709,0,0,0,42,2,38.7,8231.1,40,32.45,0,0,0,0,0,0,0,0,0,50,61.11,0.03,0.03,484.2,575.1,192.8,229,0,0,0,0,0,0,10080240,10393634,9812638,11912542565,2604577285,2594196685,1196545980,274710000,3801123265,3337246.1,561,1202,1763,3.34,542,231,104,0,10,0,0,0,41103040,76.4
399,2021,15_Chonbuk,C131,3997,4479,277,41,50,1402,58760,10670,1558,78615480,76,1539,11,42.3,22786,33.03,37.02,1281,143,1424,3,35280000,230237760,265517760,186459.101,271499486,62.69,55.5,0.078,0.498,100.8,95.1,111.5,105.2,9193332630,37,8274175050,17,919157580,20,553763771,8203170217,11004474.1,50543549366,14373188718,14236575118,4166282350,887561450,18539471068,4139198.7,2767,2569.8,5336.8,3.58,1647,1033,193,0,18,16,2,0,466400,89.5
400,2021,15_Chonbuk,C132,1447,1738,192,30,108,579,21602,3266,215,12781860,59,942,6,37.3,27729.5,29.53,35.47,757,138,895,7,55000,131891211,131946211,147425.934,0,70,58.33,0.396,0.217,243.4,215.8,209.9,186,4616587000,15,4468087000,8,148500000,7,272380454,4719714624,10353591.7,17777117025,5637732769,5622732769,1416197850,138940000,7053930619,4193775.6,1029,1044,2073,3.54,621,400,68,7,26,2,6,0,2200000,93.6
401,2021,15_Chonbuk,C133,2068,1590,49,11,44,1052,14678,2167,300,53514600,102,721,6,54.8,22948.9,35.05,26.95,379,150,529,3,47000000,174200000,221200000,418147.448,289750000,67.05,86.76,0.16,0.202,68.9,100.2,127.2,185,4080984000,15,3608740000,10,472244000,5,174739558,4055327670,11174216.6,19476659529,5628080630,5577464530,1604259138,252038658,7232339768,4412653.9,1324,1384,2708,3.4,551,333,107,2,12,0,0,0,14470860,71.1
402,2021,15_Chonbuk,C134,2592,3558,278,130,175,1414,44510,10939,588,106737763,172,205,4,41.3,22163.4,28.8,39.53,1765,391,2156,4,0,69600000,69600000,32282.004,69640000,69.77,51.14,0.054,0.232,212.1,177.2,169,141.2,9081154839,37,8634040839,23,447114000,14,638173717,8915222114,11376892.4,40808912963,10355421450,10248732950,2922848910,308200000,13278270360,3793791.5,2308.9,2802.1,5111,3.61,1410,909,200,9,14,8,2,0,27314670,97.5
403,2021,15_Chonbuk,C135,1670,1636,0,0,0,707,16386,9791,0,0,592,0,0,38.7,46475,31.51,30.87,1667,234,1901,0,0,0,0,0,1600000,63.1,64.63,0.028,0.167,1608.4,1681.2,391.8,409.5,3348881030,40,3334081030,38,14800000,2,569655968,3873258514,0,0,115237500,115237500,380465160,0,495702660,300243.9,1248,624,1872,3.77,587,340,71,0,1,0,0,0,8648750,91.3
404,2021,16_Chonnam,C136,1867,1494,0,0,0,790,20284,1407,0,0,0,473,18,16.4,3376.2,32.19,25.76,0,0,0,2,12500000,0,12500000,0,0,69.05,85.29,0.003,0.047,444.7,441,182.7,181.2,1348691230,3,0,0,1348691230,3,186991572,1556760923,7071184.9,13456464792,5033732800,5027732800,678147100,0,5711879900,3236192.6,1533,1459,2992,3.54,839,605,78,0,45,5,2,0,9276000,78.3
405,2021,16_Chonnam,C137,1627,371,0,0,0,324,11447,690,0,0,0,350,9,62.4,4945.2,41.72,9.51,0,0,0,2,0,0,0,0,0,48.15,185.71,0.028,0.064,148.6,1046.9,142.5,3750.8,43158000,3,12000000,1,31158000,2,250000,61760708,0,0,71205400,63830400,1236742500,0,1307947900,2030975,648,265,913,3.4,327,301,35,0,4,0,0,0,14234240,22.6
406,2021,16_Chonnam,C138,1522,1484,0,0,0,599,20443,3556,0,0,16,470,4,36.4,16353.3,33.09,32.26,193,50,243,5,1800000,0,1800000,7407.407,0,65.71,67.65,0.754,0.183,580.8,604.5,187.7,195.4,351600000,3,351600000,3,0,0,0,340963078,6771911.8,11505478094,4375191260,4246264700,832661540,0,5207852800,3220688.2,1069,1021,2090,3.52,533,383,45,0,25,0,0,0,75389780,83.5
407,2021,16_Chonnam,C139,2329,2310,146,12,13,545,29931,5245,447,9572180,234,218,4,32.6,21716.3,33.27,33,618,20,638,3,4044370,0,4044370,6339.138,0,62.5,62.5,0.036,0.096,187.5,195.6,177,184.6,1291500000,3,1116000000,2,175500000,1,99841523,2007699941,8698639.1,20302623667,7757627040,7302630040,1219306600,0,8976933640,3975612.8,1803,893,2696,3.37,737,426,101,0,19,1,0,0,21895000,87.9
408,2021,16_Chonnam,C140,2455,2516,408,84,333,1047,30091,5992,637,95132547,282,1070,8,45.2,24625.1,33.63,34.47,665,57,722,2,0,12600000,12600000,17451.524,12600000,61.86,59.84,0.005,0.038,347.2,347.7,156.4,156.6,6767690000,16,6254690000,9,513000000,7,107524137,6559460321,10043396.6,25620704796,6193608487,6159032647,2112899200,115800000,8306507687,3383506.2,1873,1668,3541,3.46,971,597,99,0,14,7,1,0,2322000,87
409,2021,16_Chonnam,C141,3100,3662,599,114,68,1430,52707,10474,692,73178450,114,256,5,33.2,27306,30.1,35.55,1441,75,1516,3,0,8060000,8060000,5316.623,8060000,66.45,56.59,0.327,0.101,158.5,167.2,136.1,143.6,6995670000,18,6693870000,7,301800000,11,694170314,6845012504,9734422.6,38704064433,12462875930,12417725930,2900363300,413715000,15363239230,3984242.5,2782,2241,5023,3.6,1485,973,259,2,58,4,0,0,8238670,83.6
410,2021,16_Chonnam,C142,1515,1190,0,0,0,785,16425,2765,69,9045200,224,0,0,71.2,52654.3,34.43,27.05,829,100,929,2,0,43925000,43925000,47282.024,12600000,60.27,74.58,0,0.12,600,806.7,204.5,274.9,5501427250,33,3903966600,11,1597460650,22,81630760,6105207220,0,0,1655386275,1492740275,529004425,112500000,2184390700,1765877.7,715.7,1342.2,2057.9,3.41,518,333,75,6,15,0,0,0,5483990,77.1
411,2021,16_Chonnam,C143,2777,2441,0,0,0,874,34919,5455,80,6407180,141,517,11,37,22407.6,37.03,32.55,1278,82,1360,3,0,0,0,0,15525580,55.97,63.03,0.274,0.266,65.8,85.4,140.7,182.5,7097788260,66,5458970980,22,1638817280,44,355503387,7538716326,10419700.1,28101931085,6764193270,6732418270,2107871610,144000000,8872064880,3430806.2,1421,1896,3317,3.42,888,606,79,0,18,3,0,0,42632720,76.1
412,2021,16_Chonnam,C144,1250,1392,125,11,56,371,18666,3785,499,18216138,116,894,5,35.1,35986.2,32.05,35.69,373,147,520,3,2717000,68590880,71307880,137130.538,0,63.93,57.35,0.011,0.026,555.3,615.4,169.9,188.3,1994000000,4,1681000000,2,313000000,2,640836305,2153820321,9052430.2,12419934257,3051148860,3049748860,932824850,0,3983973710,3009043.6,722.5,971.5,1694,3.63,553,369,24,0,21,6,0,0,38249070,93.6
413,2021,17_Jeju,C145,2350,2059,60,18,74,962,23808,4558,57,7870956,243,213,7,34.8,24661.6,36.72,32.17,568,88,656,4,0,22753310,22753310,34684.924,0,59.26,67.37,0.097,0.117,160.5,188.4,179.6,210.9,5129546239,17,4147675219,8,981871020,9,196368055,3710271298,8959960.7,19980712444,5496129480,5458674780,1318703563,204600000,6814833043,3200954.9,1513.3,1616.3,3129.6,3.62,677,485,130,0,8,2,0,0,6678530,75.1
414,2021,17_Jeju,C147,4646,5454,0,0,0,2187,65075,10114,576,48317096,53,104,4,23.3,14776,31.18,36.6,1656,54,1710,3,10000000,46176080,56176080,32851.509,56176080,68.66,59.13,0.028,0.356,108,96.8,117.8,105.5,8563569000,29,7786539000,20,777030000,9,1199839644,9044938371,7190333.1,45112150096,12158482570,11961607690,3146793033,0,15305275603,2569723.9,3580,3470,7050,3.47,1676,977,260,0,7,9,85,7,126095990,82.6
